Leaf - Summerghost,0.25,2.1569231244319472e-05
Leaf - Wicked,1.02,2.911267682723188e-05
Lushlife - Toynbee Suite,0.32,1.794324385922746e-05
Matthew Entwistle - Dont You Ever,3.34,1.959463985994539e-05
Meaxic - Take A Step,0.96,3.1092452489945056e-05
Meaxic - You Listen,1.79,2.3670257157649425e-05
Music Delta - 80s Rock,0.95,3.938872278146772e-05
Music Delta - Beatles,0.7,4.099017709138538e-05
Music Delta - Britpop,1.39,4.460791249854743e-05
Music Delta - Country1,1.02,2.8942205022459223e-05
Music Delta - Country2,1.63,4.3004376635888815e-05
Music Delta - Disco,1.4,3.571339789148578e-05
Music Delta - Gospel,1.57,5.025824729581487e-05
Music Delta - Grunge,0.98,3.649576195984869e-05
Music Delta - Hendrix,3.28,4.394189867348173e-05
Music Delta - Punk,1.07,5.194595449766917e-05
Music Delta - Reggae,1.58,5.264873410749107e-05
Music Delta - Rock,0.64,4.929496666527661e-05
Music Delta - Rockabilly,1.09,4.332431947912778e-05
Night Panther - Fire,1.84,2.9497630704982875e-05
North To Alaska - All The Same,0.31,2.2638240885447178e-05
Patrick Talbot - A Reason To Leave,0.69,1.8879872009488513e-05
Patrick Talbot - Set Me Free,1.39,1.8086585089186833e-05
Phre The Eon - Everybody's Falling Apart,2.18,3.5469700897668716e-05
Port St Willow - Stay Even,0.27,1.8656200590280005e-05
Remember December - C U Next Time,2.44,3.3261824967409224e-05
Secret Mountains - High Horse,4.05,2.3219932178329985e-05
Skelpolu - Human Mistakes,3.85,3.766853129744384e-05
Skelpolu - Together Alone,3.45,2.7836914116825704e-05
Snowmine - Curfews,4.04,2.7039319974422663e-05
Spike Mullings - Mike's Sulking,2.24,2.9719589727402417e-05
St Vitus - Word Gets Around,1.77,2.1660334157956093e-05
Steven Clark - Bounty,0.37,2.952642192814101e-05
Strand Of Oaks - Spacestation,2.21,2.33263875780227e-05
Sweet Lights - You Let Me Down,0.28,2.5898973834159774e-05
Swinging Steaks - Lost My Way,1.91,2.3391078260210554e-05
The Districts - Vermont,3.75,3.173378283273319e-05
The Long Wait - Back Home To Blue,2.16,2.019802982645281e-05
The Scarlet Brand - Les Fleurs Du Mal,2.23,2.3207702128096478e-05
The So So Glos - Emergency,1.36,3.5200746326671086e-05
The Wrong'Uns - Rothko,2.79,2.8758163889523122e-05
Tim Taler - Stalker,0.74,2.0710821274592986e-05
Titanium - Haunted Age,1.67,2.7803772031636995e-05
Traffic Experiment - Once More (With Feeling),3.41,2.548475194651206e-05
Traffic Experiment - Sirens,1.91,2.6496794047398616e-05
Triviul - Angelsaint,2.2,2.6862158287206308e-05
Triviul - Dorothy,2.49,2.7985675554276172e-05
Voelund - Comfort Lives In Belief,1.64,2.855568702255729e-05
Wall Of Death - Femme,3.03,3.8905528430146484e-05
Young Griffo - Blood To Bone,0.91,2.7861318664776058e-05
Young Griffo - Facade,2.81,3.402179081110901e-05
Young Griffo - Pennies,1.46,2.923064303859046e-05
